node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
10,Q_values,50,55,4,"(182, 82, 14)",logistic,lbfgs,0.2,0.5906571316540202,0.24543518026780928,0.08739519119262695,True,3,4506,MLP_model_nas_10.pkl
