node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.61082906,0.20526448,11.36421251296997,GNN_model_10.pkl
12,Q_values,0.2,0.7476288,0.24072433,10.758247137069702,GNN_model_12.pkl
15,Q_values,0.2,0.890092,0.21340454,10.946794509887695,GNN_model_15.pkl
20,Q_values,0.2,0.88299215,0.2565464,11.425973653793335,GNN_model_20.pkl
25,Q_values,0.2,1.7248492,0.22040255,11.467293739318848,GNN_model_25.pkl
full,Q_values,0.2,0.6561775,251101000000000.0,56.22669434547424,GNN_model_full.pkl
