,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,0.7164363861083984,0.0,5.799329160608662,9.682488656360158,0.5989502664482073,0.0
1,10,xgboost,0.11432194709777832,6.266831560309572,8.430152430224183,9.682488656360158,0.870659675360079,0.2717094089118718
2,10,MLP,0.012092351913452148,59.24706717403734,6.625006274073512,9.682488656360158,0.6842255652653648,0.08527529881715756
3,12,Vanilla,0.7566971778869629,0.0,12.856976898534473,17.756416420085888,0.7240749819310829,0.0
4,12,xgboost,0.029851913452148438,25.348364321768578,5.846019702781001,17.756416420085888,0.32923420832640754,-0.39484077360467534
5,12,MLP,0.01528310775756836,49.51199650556925,14.654376646010926,17.756416420085888,0.8253003477342441,0.10122536580316122
6,15,Vanilla,1.446406364440918,0.0,30.08938295899834,36.152652511629185,0.8322870071378448,0.0
7,15,xgboost,0.03850197792053223,37.567066487500696,25.577362417749303,36.152652511629185,0.7074823184694915,-0.12480468866835326
8,15,MLP,0.022977113723754883,62.94987185207475,31.079079938244938,36.152652511629185,0.8596625082557293,0.02737550111788456
9,20,Vanilla,5.262888431549072,0.0,46.21357050183871,46.50064771737176,0.993826382434974,0.0
10,20,xgboost,0.1816880702972412,28.966615270551337,38.97950226600442,46.50064771737176,0.8382571895109842,-0.15556919292398985
11,20,MLP,0.17090106010437012,30.794943157959352,47.93758142849615,46.50064771737176,1.030901369801513,0.037074987366539025
12,25,Vanilla,216.019061088562,0.0,53.37738481904408,62.30274930247603,0.856742044558903,0.0
13,25,xgboost,7.132494688034058,30.28660665544831,54.60769542109313,62.30274930247603,0.8764893368665982,0.01974729230769523
14,25,MLP,7.089291334152222,30.471178416367735,59.57975109815789,62.30274930247603,0.9562940923987455,0.0995520478398425
