node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6405705,0.2361975,10.383963346481323,GNN_model_10.pkl
12,Q_values,0.2,0.7220695,0.21903917,9.560800790786743,GNN_model_12.pkl
15,Q_values,0.2,0.7896083,0.2066371,9.75182843208313,GNN_model_15.pkl
20,Q_values,0.2,1.0845859,0.29388633,10.000882625579834,GNN_model_20.pkl
25,Q_values,0.2,1.2943704,0.20813796,10.432605504989624,GNN_model_25.pkl
full,Q_values,0.2,0.70659554,254544190000000.0,48.41526556015015,GNN_model_full.pkl
