node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,model_file,seeding
10,Q_values,50,55,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5915202580663066,0.24733089046718332,0.031052350997924805,True,3,MLP_model_10.pkl,25
10,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5530244187897949,0.3983771858463188,0.017626285552978516,True,4,MLP_model_10_Circuit.pkl,25
12,Q_values,50,78,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7159085456455864,0.5747314353220294,0.059743642807006836,True,4,MLP_model_12.pkl,25
12,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.8632592102209562,0.5398596848934702,0.0171048641204834,True,4,MLP_model_12_Circuit.pkl,25
15,Q_values,50,120,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7058236504167676,0.3038623941925095,0.034215450286865234,True,4,MLP_model_15.pkl,25
15,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5221233812222519,0.1774216142613059,0.016624927520751953,True,4,MLP_model_15_Circuit.pkl,25
20,Q_values,50,210,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6099616052427479,0.21878124839001062,0.07542586326599121,True,3,MLP_model_20.pkl,25
20,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.611424228181787,0.2597005648102124,0.016506195068359375,True,4,MLP_model_20_Circuit.pkl,25
25,Q_values,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5396252221797283,0.17869820664024716,0.14908146858215332,True,4,MLP_model_25.pkl,25
25,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6744280227318449,0.2187757690759768,0.03309011459350586,True,4,MLP_model_25_Circuit.pkl,25
full,Q_values,250,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6174732268122389,0.2395805239728797,0.18441224098205566,True,4,MLP_model_full.pkl,25
full,Circuit,250,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6545015063685374,0.29681026735468374,0.047583818435668945,True,4,MLP_model_full_Circuit.pkl,25
10,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6017061979354495,0.26784145418049865,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,25
12,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7094983691072306,0.5686149571473891,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,25
15,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.686955148904609,0.2911791995406696,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,25
20,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5845613705289363,0.22624092652010672,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,25
25,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5342279111533832,0.18751312345012378,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,25
