node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6056191,0.21636319,13.765029191970825,GNN_model_10.pkl
12,Q_values,0.2,0.6974648,0.20577559,13.930134057998657,GNN_model_12.pkl
15,Q_values,0.2,0.7586821,0.20263743,14.06368637084961,GNN_model_15.pkl
20,Q_values,0.2,0.96852076,0.24050312,14.324429273605347,GNN_model_20.pkl
25,Q_values,0.2,1.8654337,0.22940186,14.865543127059937,GNN_model_25.pkl
full,Q_values,0.2,0.6751048,409959260000000.0,72.19631171226501,GNN_model_full.pkl
