node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6203773,0.21705417,13.444129705429077,GNN_model_10.pkl
12,Q_values,0.2,0.6726544,0.23505637,13.243362188339233,GNN_model_12.pkl
15,Q_values,0.2,0.8456482,0.20511727,12.519370555877686,GNN_model_15.pkl
20,Q_values,0.2,0.9968106,0.24811344,13.199981451034546,GNN_model_20.pkl
25,Q_values,0.2,1.4590214,0.19493851,14.877503156661987,GNN_model_25.pkl
full,Q_values,0.2,0.82423246,287185740000000.0,70.2915768623352,GNN_model_full.pkl
