node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.5995621,0.21476182,12.118110179901123,GNN_model_10.pkl
12,Q_values,0.2,0.69818455,0.22930825,12.278021812438965,GNN_model_12.pkl
15,Q_values,0.2,0.83882403,0.20184112,12.596934795379639,GNN_model_15.pkl
20,Q_values,0.2,1.122561,0.33157802,12.957335472106934,GNN_model_20.pkl
25,Q_values,0.2,1.5315683,0.20936695,13.316935539245605,GNN_model_25.pkl
full,Q_values,0.2,0.7865464,225380390000000.0,64.83168840408325,GNN_model_full.pkl
