node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.65710443,0.2019917,9.544163942337036,GNN_model_10.pkl
12,Q_values,0.2,0.6407903,0.17823723,8.719003200531006,GNN_model_12.pkl
15,Q_values,0.2,0.7639384,0.20474115,8.788525342941284,GNN_model_15.pkl
20,Q_values,0.2,1.0893592,0.33176452,9.11750602722168,GNN_model_20.pkl
25,Q_values,0.2,1.5689471,0.24503836,8.985360145568848,GNN_model_25.pkl
full,Q_values,0.2,0.709403,577283940000000.0,44.07942318916321,GNN_model_full.pkl
