node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
full,Q_values,250,325,4,"(150, 49, 12)",logistic,lbfgs,0.2,0.6154105424223218,0.23223297180257785,0.12252688407897949,True,3,2273,MLP_model_nas_full.pkl
