node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
25,Q_values,50,325,4,"(216, 104, 40)",logistic,lbfgs,0.2,0.5229771983567548,0.16561693525531876,0.18416309356689453,True,3,1381,MLP_model_nas_25.pkl
