,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,0.6631853580474854,0.0,9.246596853477385,13.983560519436868,0.6612476729817703,0.0
1,10,xgboost,0.11915183067321777,5.56588475645261,9.575595643733342,13.983560519436868,0.6847752137535685,0.023527540771798194
2,10,MLP,0.014394521713256836,46.072066252587994,9.017538348587529,13.983560519436868,0.64486711635805,-0.016380556623720288
3,12,Vanilla,0.8663949966430664,0.0,13.985944984059781,17.347775480862555,0.8062097068000779,0.0
4,12,xgboost,0.038413286209106445,22.554565936555424,13.358229304794056,17.347775480862555,0.7700254894081594,-0.03618421739191846
5,12,MLP,0.013991832733154297,61.92148042122482,12.565701262958562,17.347775480862555,0.7243407822991826,-0.08186892450089522
6,15,Vanilla,1.0658683776855469,0.0,13.172640234462696,20.97309469060046,0.628073273343218,0.0
7,15,xgboost,0.03497934341430664,30.471366059135462,17.845321850370684,20.97309469060046,0.850867366672809,0.222794093329591
8,15,MLP,0.016763687133789062,63.5819774718398,11.768061686052027,20.97309469060046,0.561102777613746,-0.066970495729472
9,20,Vanilla,4.254167556762695,0.0,30.505444016489307,33.29850123693936,0.9161206325601345,0.0
10,20,xgboost,0.15415596961975098,27.596515186899627,26.774210450111863,33.29850123693936,0.8040665331930964,-0.11205409936703814
11,20,MLP,0.14970040321350098,28.41787640809124,30.40406569517406,33.29850123693936,0.913076101498695,-0.003044531061439537
12,25,Vanilla,178.27319359779358,0.0,53.118383968780876,57.56820893076297,0.9227034322479291,0.0
13,25,xgboost,6.808619499206543,26.18345666380226,56.589819831103135,57.56820893076297,0.9830046979429821,0.06030126569505301
14,25,MLP,6.769852638244629,26.333393520367448,47.36675267375256,57.56820893076297,0.8227935791909097,-0.09990985305701938
