node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6185572,0.23240557,9.532196998596191,GNN_model_10.pkl
12,Q_values,0.2,0.6505193,0.18143846,8.64019250869751,GNN_model_12.pkl
15,Q_values,0.2,0.8203832,0.20301914,8.937848091125488,GNN_model_15.pkl
20,Q_values,0.2,1.0899678,0.27331966,9.232812881469727,GNN_model_20.pkl
25,Q_values,0.2,1.5251651,0.22463879,9.224313735961914,GNN_model_25.pkl
full,Q_values,0.2,0.69330627,271543320000000.0,45.41561675071716,GNN_model_full.pkl
