node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.63700014,0.22990903,15.962148189544678,GNN_model_10.pkl
12,Q_values,0.2,0.73841083,0.23591208,16.092379570007324,GNN_model_12.pkl
15,Q_values,0.2,0.7765917,0.20377526,16.1860933303833,GNN_model_15.pkl
20,Q_values,0.2,1.0409843,0.22280402,16.723824977874756,GNN_model_20.pkl
25,Q_values,0.2,1.4044671,0.19492681,17.053181648254395,GNN_model_25.pkl
full,Q_values,0.2,0.80733675,295246600000000.0,83.90000033378601,GNN_model_full.pkl
