node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
12,Q_values,50,78,4,"(207, 78, 17)",logistic,lbfgs,0.2,0.6970160118891762,0.5529731410329215,0.04059600830078125,True,2,9042,MLP_model_nas_12.pkl
