,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,2.1814932823181152,0.0,11.777995524967611,12.228414773157807,0.9631661784012351,0.0
1,10,xgboost,0.09873676300048828,22.094032820453382,8.692669949892714,12.228414773157807,0.7108582846710196,-0.25230789373021545
2,10,MLP,0.02131175994873047,102.36101042645545,11.242055333570365,12.228414773157807,0.9193387321345554,-0.04382744626667967
3,12,Vanilla,2.2527191638946533,0.0,11.521062700686455,16.846638936339513,0.6838790066209958,0.0
4,12,xgboost,0.08257675170898438,27.28030731741119,13.306724005746942,16.846638936339513,0.7898741141203721,0.10599510749937635
5,12,MLP,0.04519009590148926,49.84984251428451,10.337077707751034,16.846638936339513,0.6135988161682002,-0.07028019045279554
6,15,Vanilla,2.6437885761260986,0.0,15.925465316886356,20.97309469060046,0.759328346713835,0.0
7,15,xgboost,0.06702852249145508,39.442739864408225,15.15986271613381,20.97309469060046,0.7228243108504168,-0.036504035863418216
8,15,MLP,0.042253732681274414,62.56934969671322,13.314899428622903,20.97309469060046,0.6348562110192665,-0.1244721356945685
9,20,Vanilla,20.372008800506592,0.0,39.555935264025074,46.516774947529726,0.8503585063376302,0.0
10,20,xgboost,0.49281978607177734,41.33764385332427,41.26071601989142,46.516774947529726,0.8870072369899447,0.03664873065231444
11,20,MLP,0.5034494400024414,40.46485541906214,32.44936090516889,46.516774947529726,0.6975840638516173,-0.1527744424860129
12,25,Vanilla,495.64384627342224,0.0,62.41187383254126,62.66042994611565,0.9960332842626817,0.0
13,25,xgboost,18.241575479507446,27.17110958043222,62.052442754613836,62.66042994611565,0.9902971110791189,-0.005736173183562787
14,25,MLP,18.266124486923218,27.13459259670848,51.735280791779395,62.66042994611565,0.8256451613285889,-0.17038812293409278
