node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
full,Q_values,250,325,4,"(47, 102, 8)",logistic,lbfgs,0.2,0.6142323562113128,0.23202599718054318,0.04276776313781738,True,3,4451,MLP_model_nas_full.pkl
