,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,0.657170295715332,0.0,11.135224363981745,14.366115994513155,0.7751033312159401,0.0
1,10,xgboost,0.11449861526489258,5.739547977894478,12.796112330918188,14.366115994513155,0.8907148136493818,0.11561148243344166
2,10,MLP,0.013433694839477539,48.919549205785785,10.454370782705515,14.366115994513155,0.7277103140959149,-0.047393017120025194
3,12,Vanilla,0.7137727737426758,0.0,11.202677002873912,16.846638936339513,0.6649799431926368,0.0
4,12,xgboost,0.03101825714111328,23.011375864719447,12.099286134500318,16.846638936339513,0.7182017837635978,0.05322184057096102
5,12,MLP,0.01422739028930664,50.16891778664075,12.536606753091341,16.846638936339513,0.7441607076916039,0.07918076449896716
6,15,Vanilla,1.4592571258544922,0.0,23.29712008370226,29.82300616360317,0.781179467820877,0.0
7,15,xgboost,0.03318595886230469,43.97212483476062,23.035013078452508,29.82300616360317,0.7723907158147283,-0.008788752006148703
8,15,MLP,0.02091526985168457,69.76994015388999,10.480536803728407,29.82300616360317,0.3514245594905569,-0.4297549083303201
9,20,Vanilla,6.037113904953003,0.0,37.69783734305133,43.49090241846851,0.8667982324285565,0.0
10,20,xgboost,0.1755352020263672,34.39261091371386,33.11434348274361,43.49090241846851,0.7614085162942383,-0.10538971613431813
11,20,MLP,0.16648006439208984,36.2632842977195,38.090229094367736,43.49090241846851,0.8758206193990731,0.009022386970516605
12,25,Vanilla,162.38016533851624,0.0,49.96357512363249,51.08033011362073,0.9781372793107604,0.0
13,25,xgboost,6.229237794876099,26.06742119751523,53.108347201038946,51.08033011362073,1.039702505502748,0.061565226191987565
14,25,MLP,6.171976089477539,26.30926675418501,47.92224671297845,51.08033011362073,0.9381741779346847,-0.03996310137607573
