,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,0.6669952869415283,0.0,8.727572565405183,12.666579869689954,0.689023608202994,0.0
1,10,xgboost,0.1132347583770752,5.890375857211738,9.497457732169993,12.666579869689954,0.7498044325995685,0.060780824396574507
2,10,MLP,0.013105630874633789,50.89379468427659,10.211571629711262,12.666579869689954,0.8061822318861844,0.11715862368319041
3,12,Vanilla,0.6864185333251953,0.0,10.533682771059308,15.47249733676855,0.6808004255413419,0.0
4,12,xgboost,0.029195308685302734,23.511261371617096,13.897245631716613,15.47249733676855,0.8981902099728569,0.21738978443151502
5,12,MLP,0.012447118759155273,55.14678108299653,12.260485190606115,15.47249733676855,0.7924050606536884,0.11160463511234653
6,15,Vanilla,1.189241886138916,0.0,19.688443138328,26.694480584643667,0.7375473396419642,0.0
7,15,xgboost,0.03605222702026367,32.986641448543125,22.972290120983345,26.694480584643667,0.8605632931550068,0.12301595351304262
8,15,MLP,0.019049406051635742,62.429342044330966,21.392930530787975,26.694480584643667,0.8013990181586274,0.06385167851666318
9,20,Vanilla,5.086179971694946,0.0,32.006582950023166,36.589066146663896,0.8747581264230065,0.0
10,20,xgboost,0.23707008361816406,21.45433069440757,36.57064658117463,36.589066146663896,0.9994965827929186,0.1247384563699121
11,20,MLP,0.1836531162261963,27.694493163026728,29.432921483682325,36.589066146663896,0.8044184939211942,-0.0703396325018123
12,25,Vanilla,145.0944788455963,0.0,44.90919074596031,52.287867782907405,0.858883573765478,0.0
13,25,xgboost,5.872314453125,24.708227054902196,41.56324196271488,52.287867782907405,0.7948926534025099,-0.06399092036296805
14,25,MLP,5.727096319198608,25.334736969449008,47.209163881137044,52.287867782907405,0.9028703193089361,0.04398674554345816
