node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6590577,0.21824999,12.115340232849121,GNN_model_10.pkl
12,Q_values,0.2,0.6854357,0.20378037,12.065632104873657,GNN_model_12.pkl
15,Q_values,0.2,0.8296213,0.2164876,12.412519454956055,GNN_model_15.pkl
20,Q_values,0.2,0.8579978,0.24694172,12.684501647949219,GNN_model_20.pkl
25,Q_values,0.2,1.6675283,0.26644042,13.108047485351562,GNN_model_25.pkl
full,Q_values,0.2,0.7651947,248901400000000.0,63.819124937057495,GNN_model_full.pkl
