node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
full,Q_values,250,325,4,"(67, 52, 8)",logistic,lbfgs,0.2,0.6124161353356389,0.2267646259122507,0.03602457046508789,True,2,6230,MLP_model_nas_full.pkl
