node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.60807395,0.20228644,12.426100254058838,GNN_model_10.pkl
12,Q_values,0.2,0.6237802,0.18194593,12.381443977355957,GNN_model_12.pkl
15,Q_values,0.2,0.88043195,0.20848909,12.575134754180908,GNN_model_15.pkl
20,Q_values,0.2,1.0183264,0.26291606,13.009244680404663,GNN_model_20.pkl
25,Q_values,0.2,1.4542736,0.19566385,13.321226358413696,GNN_model_25.pkl
full,Q_values,0.2,0.74827313,251383530000000.0,64.83901000022888,GNN_model_full.pkl
