node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6126436,0.22649403,12.212444543838501,GNN_model_10.pkl
12,Q_values,0.2,0.72037804,0.21270695,12.182838439941406,GNN_model_12.pkl
15,Q_values,0.2,0.8009856,0.22735123,12.555861473083496,GNN_model_15.pkl
20,Q_values,0.2,0.934792,0.25787318,12.918057680130005,GNN_model_20.pkl
25,Q_values,0.2,1.4502453,0.22153986,13.189472913742065,GNN_model_25.pkl
full,Q_values,0.2,0.6963929,504023340000000.0,64.30909538269043,GNN_model_full.pkl
