node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.63351464,0.21561834,12.155485391616821,GNN_model_10.pkl
12,Q_values,0.2,0.72746754,0.24604924,12.320625066757202,GNN_model_12.pkl
15,Q_values,0.2,0.86254585,0.18617396,12.564118385314941,GNN_model_15.pkl
20,Q_values,0.2,0.9556662,0.2461159,12.865236043930054,GNN_model_20.pkl
25,Q_values,0.2,1.4296956,0.21561153,13.310688495635986,GNN_model_25.pkl
full,Q_values,0.2,0.77397925,180945360000000.0,64.80024981498718,GNN_model_full.pkl
