node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
15,Q_values,50,120,4,"(73, 74, 39)",logistic,lbfgs,0.2,0.6889801661947934,0.29123768003278944,0.025615692138671875,True,3,5991,MLP_model_nas_15.pkl
