node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6394156,0.2130936,10.521170377731323,GNN_model_10.pkl
12,Q_values,0.2,0.64791644,0.18021241,8.392456293106079,GNN_model_12.pkl
15,Q_values,0.2,0.8431105,0.18061574,8.686024904251099,GNN_model_15.pkl
20,Q_values,0.2,0.93106985,0.2454991,9.020959615707397,GNN_model_20.pkl
25,Q_values,0.2,1.6493157,0.23518541,8.71534514427185,GNN_model_25.pkl
full,Q_values,0.2,0.67325217,288296860000000.0,43.55861735343933,GNN_model_full.pkl
