node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
full,Q_values,250,325,4,"(47, 93, 18)",logistic,lbfgs,0.2,0.6138876133117133,0.23394796253196914,0.037806034088134766,True,2,5588,MLP_model_nas_full.pkl
