node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6480969,0.22332421,9.616963386535645,GNN_model_10.pkl
12,Q_values,0.2,0.6621485,0.20541969,8.50536322593689,GNN_model_12.pkl
15,Q_values,0.2,0.7731717,0.20172092,8.733052968978882,GNN_model_15.pkl
20,Q_values,0.2,0.99074066,0.2505426,9.259395837783813,GNN_model_20.pkl
25,Q_values,0.2,1.4766964,0.21467516,8.846076011657715,GNN_model_25.pkl
full,Q_values,0.2,0.723594,202875050000000.0,44.092018604278564,GNN_model_full.pkl
