node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6057133,0.18870038,9.598299264907837,GNN_model_10.pkl
12,Q_values,0.2,0.68779624,0.18479922,8.722136974334717,GNN_model_12.pkl
15,Q_values,0.2,0.79847234,0.21819977,8.896332025527954,GNN_model_15.pkl
20,Q_values,0.2,1.2262201,0.2598682,9.327521800994873,GNN_model_20.pkl
25,Q_values,0.2,1.3940948,0.22621867,9.357723474502563,GNN_model_25.pkl
full,Q_values,0.2,0.7134336,258136230000000.0,45.255794286727905,GNN_model_full.pkl
