node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.61568725,0.22266552,10.015376806259155,GNN_model_10.pkl
12,Q_values,0.2,0.6592475,0.18121791,9.091327428817749,GNN_model_12.pkl
15,Q_values,0.2,0.8061289,0.18364337,9.199955463409424,GNN_model_15.pkl
20,Q_values,0.2,1.0402814,0.22019129,9.62438678741455,GNN_model_20.pkl
25,Q_values,0.2,1.4641722,0.23893435,9.607194185256958,GNN_model_25.pkl
full,Q_values,0.2,0.69823086,203723500000000.0,46.65313982963562,GNN_model_full.pkl
