node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
12,Q_values,50,78,4,"(80, 67, 17)",logistic,lbfgs,0.2,0.7013191219613862,0.5779118842682378,0.020122528076171875,True,2,9283,MLP_model_nas_12.pkl
