node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
full,Q_values,250,325,4,"(184, 62, 17)",logistic,lbfgs,0.2,0.615275888317385,0.23703863071900477,0.11550402641296387,True,2,7547,MLP_model_nas_full.pkl
