node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.62531304,0.2225273,9.747820854187012,GNN_model_10.pkl
12,Q_values,0.2,0.546699,0.17120609,8.879236459732056,GNN_model_12.pkl
15,Q_values,0.2,0.78759927,0.19538406,9.028427362442017,GNN_model_15.pkl
20,Q_values,0.2,0.83073205,0.21602134,9.408343076705933,GNN_model_20.pkl
25,Q_values,0.2,1.4269205,0.20097117,9.385607719421387,GNN_model_25.pkl
full,Q_values,0.2,0.8100662,362138300000000.0,45.720223903656006,GNN_model_full.pkl
