node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6046017,0.22373588,9.502255201339722,GNN_model_10.pkl
12,Q_values,0.2,0.6173263,0.18162759,8.761747360229492,GNN_model_12.pkl
15,Q_values,0.2,0.81803614,0.20261545,8.823718786239624,GNN_model_15.pkl
20,Q_values,0.2,0.99832916,0.23409534,9.071929454803467,GNN_model_20.pkl
25,Q_values,0.2,1.5081269,0.24416408,9.035407066345215,GNN_model_25.pkl
full,Q_values,0.2,0.64931774,348923880000000.0,44.33846688270569,GNN_model_full.pkl
