,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,2.052175283432007,0.0,5.978521932188358,9.453294402929922,0.6324273504414921,0.0
1,10,xgboost,0.09778308868408203,20.987016375215784,5.913159183222562,9.453294402929922,0.6255130678454124,-0.006914282596079735
2,10,MLP,0.018171072006225586,112.93639047431608,3.2800803899921434,9.453294402929922,0.3469774927326421,-0.28544985770885
3,12,Vanilla,2.4738194942474365,0.0,13.04324893872658,17.3568751031441,0.7514744941826462,0.0
4,12,xgboost,0.04569554328918457,54.13699709382712,10.679088602275959,17.3568751031441,0.6152656246481546,-0.13620886953449163
5,12,MLP,0.01894211769104004,130.59888733653034,12.189344207323538,17.3568751031441,0.7022775778985415,-0.04919691628410472
6,15,Vanilla,3.760146141052246,0.0,24.929141912680688,36.152652511629185,0.6895522231643102,0.0
7,15,xgboost,0.08794665336608887,42.75485191460522,28.561957431162586,36.152652511629185,0.7900376721175602,0.10048544895324996
8,15,MLP,0.05547285079956055,67.78353891778055,27.915577535938198,36.152652511629185,0.7721584889783294,0.0826062658140192
9,20,Vanilla,16.865191221237183,0.0,27.875034949832045,33.596309435558325,0.8297052687676795,0.0
10,20,xgboost,0.5055108070373535,33.362671947765044,24.52205402065345,33.596309435558325,0.7299032076034909,-0.09980206116418855
11,20,MLP,0.5386743545532227,31.308695278848383,20.64670112121296,33.596309435558325,0.6145526537912077,-0.21515261497647176
12,25,Vanilla,660.1517195701599,0.0,60.3242187418673,77.4657771133196,0.7787208879815787,0.0
13,25,xgboost,18.919766426086426,34.89217069085736,70.00933468488384,77.4657771133196,0.9037453349557415,0.12502444697416282
14,25,MLP,18.969481706619263,34.80072517425739,72.86829652406517,77.4657771133196,0.9406514623544139,0.1619305743728352
