,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,0.9443387985229492,0.0,9.03297277932006,11.89542687912485,0.7593651636976494,0.0
1,10,xgboost,0.11492705345153809,8.216853823030917,7.1206629795100485,11.89542687912485,0.5986050817567564,-0.16076008194089297
2,10,MLP,0.012682914733886719,74.45755319948869,9.61485422537959,11.89542687912485,0.8082815625770092,0.048916398879359835
3,12,Vanilla,0.9160938262939453,0.0,14.149704812579321,19.674094091451753,0.71920489689674,0.0
4,12,xgboost,0.034722089767456055,26.383602842723246,14.271897582488506,19.674094091451753,0.7254157429637149,0.006210846066974862
5,12,MLP,0.016307592391967773,56.17590900451761,14.304560340329324,19.674094091451753,0.7270759341617945,0.007871037265054448
6,15,Vanilla,1.3845198154449463,0.0,21.43194874939099,30.871697411803215,0.6942264451321322,0.0
7,15,xgboost,0.03762674331665039,36.79616393567274,22.672468915950304,30.871697411803215,0.7344095341930215,0.0401830890608893
8,15,MLP,0.019964933395385742,69.34757998065417,22.59191209363834,30.871697411803215,0.7318001272259408,0.037573682093808625
9,20,Vanilla,5.632557392120361,0.0,46.81769982860573,48.65991365156084,0.9621410379774479,0.0
10,20,xgboost,0.18964028358459473,29.70127066704048,45.508265461983655,48.65991365156084,0.9352311183257496,-0.02690991965169831
11,20,MLP,0.17301011085510254,32.556232490005605,40.35891940079689,48.65991365156084,0.8294079535322463,-0.1327330844452016
12,25,Vanilla,158.36350679397583,0.0,57.54110462366118,57.55570784083875,0.9997462768207463,0.0
13,25,xgboost,6.619063854217529,23.925363205715247,51.99476397875438,57.55570784083875,0.9033815398906693,-0.09636473693007708
14,25,MLP,6.546396017074585,24.19094512170139,50.385053015159265,57.55570784083875,0.8754136627854738,-0.12433261403527252
