node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6775039588981472,0.24219051003456116,14.218501329421997,GNN_model_10.pkl
12,Q_values,0.2,0.6992773958471512,0.21613220870494843,13.584999799728394,GNN_model_12.pkl
15,Q_values,0.2,0.8457683864019094,0.21786674857139587,13.568001508712769,GNN_model_15.pkl
20,Q_values,0.2,1.016155339204223,0.26380595564842224,14.685499429702759,GNN_model_20.pkl
25,Q_values,0.2,1.440134040104183,0.21983814239501953,14.503000736236572,GNN_model_25.pkl
full,Q_values,0.2,0.8600905473858282,257782762700800.0,69.96099877357483,GNN_model_full.pkl
