node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
12,Q_values,50,78,4,"(80, 108, 11)",logistic,lbfgs,0.2,0.7082378985464644,0.5895288861196846,0.035898447036743164,True,3,2277,MLP_model_nas_12.pkl
