node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.6417215,0.2232388,9.473490715026855,GNN_model_10.pkl
12,Q_values,0.2,0.5447124,0.15888783,8.65390944480896,GNN_model_12.pkl
15,Q_values,0.2,0.8917153,0.18529093,8.718948602676392,GNN_model_15.pkl
20,Q_values,0.2,1.0461293,0.31642973,9.006096601486206,GNN_model_20.pkl
25,Q_values,0.2,1.3418934,0.20380743,8.975497245788574,GNN_model_25.pkl
full,Q_values,0.2,0.7181801,279262900000000.0,43.82465696334839,GNN_model_full.pkl
