,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,0.7027726173400879,0.0,7.381540527773574,11.721412487910854,0.629748380187686,0.0
1,10,xgboost,0.1285560131072998,5.466664688438306,8.281042841466714,11.721412487910854,0.7064884756856358,0.0767400954979498
2,10,MLP,0.01877737045288086,37.42657253866274,8.550877224687014,11.721412487910854,0.7295091127887664,0.09976073260108043
3,12,Vanilla,0.7547852993011475,0.0,11.544408653534319,13.239119040594826,0.8719922087063307,0.0
4,12,xgboost,0.03367805480957031,22.411784278189952,10.923957227400379,13.239119040594826,0.8251272002241602,-0.046865008482170456
5,12,MLP,0.014379262924194336,52.49123708776177,10.838890099069644,13.239119040594826,0.8187017629975671,-0.05329044570876351
6,15,Vanilla,1.3851609230041504,0.0,17.747269818723368,26.955492583773193,0.6583915973179789,0.0
7,15,xgboost,0.036958932876586914,37.47837979060361,18.607479499284267,26.955492583773193,0.6903038199526613,0.03191222263468241
8,15,MLP,0.020946502685546875,66.12850573665999,23.58159136819918,26.955492583773193,0.87483436983804,0.21644277252006106
9,20,Vanilla,4.4991655349731445,0.0,33.341512394017485,36.589066146663896,0.9112425078128835,0.0
10,20,xgboost,0.1583423614501953,28.41416215955768,31.892771788557337,36.589066146663896,0.8716476026121602,-0.039594905200723285
11,20,MLP,0.14389705657958984,31.266557092393647,28.457537193383004,36.589066146663896,0.7777606861927985,-0.13348182162008504
12,25,Vanilla,138.60078048706055,0.0,42.10105522210738,46.03254515045674,0.9145932531972902,0.0
13,25,xgboost,5.7477662563323975,24.1138512434047,36.90342056025825,46.03254515045674,0.8016810810621035,-0.11291217213518678
14,25,MLP,5.682332515716553,24.391529377013715,37.96833303407905,46.03254515045674,0.8248149849194755,-0.08977826827781477
