node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
full,Q_values,250,325,4,"(43, 91, 17)",logistic,lbfgs,0.2,0.6147756274456234,0.22939233183634908,0.03089761734008789,True,3,921,MLP_model_nas_full.pkl
