node_size,model_type,test_size,rmse,mape,training_time,model_file
10,Q_values,0.2,0.58505255,0.19581427,12.508646249771118,GNN_model_10.pkl
12,Q_values,0.2,0.62882537,0.17295732,11.873282194137573,GNN_model_12.pkl
15,Q_values,0.2,0.9196062,0.2072759,11.967315435409546,GNN_model_15.pkl
20,Q_values,0.2,0.85319877,0.2160863,12.55858063697815,GNN_model_20.pkl
25,Q_values,0.2,1.261481,0.22673623,12.83039140701294,GNN_model_25.pkl
full,Q_values,0.2,0.7311789,164460090000000.0,62.35773324966431,GNN_model_full.pkl
