,Size,Approach,Time,Time_Speed_Up,Cut,Optimal_Cut,Cut_Ratio,Tradeoff
0,10,Vanilla,0.8772327899932861,0.0,11.264581607844486,15.135764784999811,0.7442360374817774,0.0
1,10,xgboost,0.12392163276672363,7.078931824959357,12.86458237259555,15.135764784999811,0.8499459759935554,0.10570993851177801
2,10,MLP,0.016872882843017578,51.99068814469408,7.399098451266056,15.135764784999811,0.4888486677989921,-0.25538736968278525
3,12,Vanilla,0.8975808620452881,0.0,5.892951599885826,15.98402054283685,0.3686776793168425,0.0
4,12,xgboost,0.03280210494995117,27.363514122486954,11.945938740448794,15.98402054283685,0.7473675792917007,0.37868989997485825
5,12,MLP,0.015141010284423828,59.28143797436463,9.661877654704055,15.98402054283685,0.6044710483704909,0.23579336905364845
6,15,Vanilla,1.458266258239746,0.0,20.384803148438046,29.330971029274963,0.6949924408602828,0.0
7,15,xgboost,0.04746651649475098,30.721998704097164,22.428797211165627,29.330971029274963,0.7646796687630852,0.06968722790280246
8,15,MLP,0.029107332229614258,50.09961911782774,20.382531602997545,29.330971029274963,0.6949149955742664,-7.744528601638656e-05
9,20,Vanilla,4.828287839889526,0.0,30.426353915430923,37.178045056016614,0.8183957459190542,0.0
10,20,xgboost,0.16286182403564453,29.646529310839536,31.215512352568126,37.178045056016614,0.8396222099772953,0.021226464058241135
11,20,MLP,0.14231300354003906,33.92724290673207,23.90532829980379,37.178045056016614,0.6429958397162987,-0.17539990620275547
12,25,Vanilla,152.20619368553162,0.0,58.77269490602235,65.69152837656617,0.8946769295595817,0.0
13,25,xgboost,6.615400314331055,23.00785839910621,60.85737123295866,65.69152837656617,0.9264112547983893,0.03173432523880759
14,25,MLP,6.611888885498047,23.02007736690308,53.74415879416346,65.69152837656617,0.8181292188253511,-0.07654771073423061
