node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,n_iteration_max,model_file
12,Q_values,50,78,4,"(123, 107, 27)",logistic,lbfgs,0.2,0.7014536478627869,0.5716938209981024,0.03994607925415039,True,2,8349,MLP_model_nas_12.pkl
